الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة
الهيئة العامة للجمارك,تطوير تطبيقات الاجهزة الذكية للأنظمة الجمركية -  المرحلة الأولى,2021-08-11,3279800.0
إدارة التعليم بمحافظة المخواة,عملية نقل وترحيل الأثاث من المستودعات لجميع المباني المدرسية والتعليمية واللإدارية التاابعة لإدارة تعليم المخواة بنين بنات,2021-01-27,657060.0
هيئة الزكاة والدخل,صيانة ونظافة مباني فروع الهيئة العامة للزكاة والدخل بأبها والقصيم وتبوك وينبع وجازان  ,2021-03-10,6900876.3
جامعة الملك خالد, توريد المياه المحلاة لمواقع الجامعة لمدة36 شهراً,2021-08-22,214245.0
الهيئة الملكية للجبيل وينبع - الإدارة العامة بينبع,إعادة تأهيل الخيمة الرئيسية بمشتل الهيئة الملكية في مدينة ينبع الصناعية,2021-06-03,95450.0
البرامج والمرافق الحكومية,مشــــــــــــــــــــــــــروع عملية نقل مواد الإغاثة والتمور بين المناطق أو إلى المطارات بالمملكة ,2021-03-25,17999926.5
الشؤؤن الصحية بمحافظة القنفذة,تأهيل وترميم سكن العازبات بمستشفى نمره العام,2021-06-23,1680219.0
الهيئة العامة للجمارك,تجهيز  وتوصيل  شبكة الحاسب الآلي  - مطار الجوف - الخفجي - مطار الملك خالد,2021-07-09,2868560.0
هيئة تقويم التعليم والتدريب,توريد احتياجات تنفيذ اختبارات الهيئة الورقية ,2021-02-07,3353400.0
الهيئة العامة للإحصاء,تجديد رخص ESRI لتشغيل انظمة المعلومات الجغرافية وشراء رخص جديده ,2022-10-05,405973.0
وزارة البيئة والمياه والزراعة,عملية معالجة الطفح لمياه الصرف الصحي بمحافظة النماص – مرحلة ثانية,2021-04-20,2498662.5
وزارة البيئة والمياه والزراعة,عملية معالجة الطفح لمياه الصرف الصحي بمحافظة النماص –مرحلة أولى,2021-04-20,2498662.5
أمانة منطقة الرياض,نظافة مبنى أمانة منطقة الرياض بمجمع قصر الحكم,2021-10-13,4829310.0
المديرية العامة للشؤون الصحية بالمنطقة الشرقية,تزويد المكتبات  الطبية ببرامج مهارات التمريض الإلكتروني,2021-09-13,629280.0
الهيئة العامة للجمارك, تامين نظام تحكم في ابواب ومناطق المنطقة الجمركية المرحلة الثانية – الوسائل الرقابية ,2021-09-02,3199976.95
وزارة البيئة والمياه والزراعة,توريد أحبار طابعات لديوان الوزارة لعام 2021م,2021-03-11,1316209.5
الهيئة العامة للجمارك,تأمين نظام تحكم في ابواب و مناطق المنطقة الجمركية (المرحلة الاولى),2021-07-01,620315.75
وزارة الموارد البشرية و التنمية الاجتماعية,"مشروع""تقديم خدمات تشغيل مركز مراقبة  أمن المعلومات""",2021-04-06,10000008.0
وزارة الموارد البشرية و التنمية الاجتماعية,تأمين رخص البرمجيات للتحليل والدراسة(Sprinklr),2021-03-21,1200000.0
أمانة منطقة الرياض,خدمات نظافة مقار عدد من مواقع الإدارات التابعة لأمانة منطقة الرياض ,2021-10-13,4828896.69
مدينة رأس الخير  الصناعية,تشغيل وصيانة المرافق العامة بالمنطقة الصناعية,2021-12-23,6579198.39
وزارة الموارد البشرية و التنمية الاجتماعية,إعداد تقرير عن الحالة الإنشائية لدار التوجيه الاجتماعي ودار التربية الاجتماعية ببريدة,2021-05-06,270250.0
المركز السعودى لكفاءة الطاقة,انتاجات تعريفية وتوعوية للمركز,2021-02-24,359950.0
أمانة منطقة عسير,إعادة تأهيل الطرق والشوارع الرئيسية ( صيانة مطبات الأحياء),2021-08-16,406870.0
أمانة محافظة جدة, تشغيل وتطوير مختبر آفات الصحة العامة في محافظة ‏جدة ‏- 16571,2021-09-29,20513122.7
أمانة محافظة جدة,توفير اعلام بنظام الاستئجار في المناسبات مع التركيب والفك ,2021-08-12,12171600.0
وزارة البيئة والمياه والزراعة,توريد محروقات لديوان الوزارة,2021-03-04,23652000.0
جامعة الملك خالد,أعمال تعديلات الموقع العام والتعديلات الداخلية وإستحداث مسرح بكلية العلوم والآداب للبنين بتنومه,2021-08-12,1898415.41
المديرية العامة للشؤون الصحية بمنطقة عسير,تأمين محطات تنقية مياه لأقسام الكلى بمستشفى عسير المركزي,2021-09-29,2300000.0
المديرية العامة للشؤون الصحية بمنطقة عسير,تأمين الاحتياجات الغير طبية للقطاع الصحي بسراة عبيدة,2021-09-29,1048627.5
المؤسسة العامة للتدريب التقني والمهني,استبدال أجهزة تكييف الهواء بالمعهد الصناعي الثانوي بجدة (المرحلة الثانية),2021-10-13,1880825.0
المؤسسة العامة للتدريب التقني والمهني,توريد وتركيب أجهزة تكييف هواء بالكلية التقنية للبنين بعرعر (مرحلة الثانية),2021-11-07,3583644.26
مؤسسة البريد السعودي,تأهيل وترميم مباني مؤسسة البريد السعودي بمنطقة (الرياض- الشرقية- القصيم- حائل- الحدود الشمالية- الجوف),2021-07-26,7790382.9
مدينة الملك عبدالله للطاقة الذرية والمتجددة,توريد مواد مطبوعات رسمية,2021-08-04,165858.75
الهيئة الملكية للجبيل وينبع - الإدارة العامة بينبع,ربط نظام الإنذار من الحريق بمبنى التوسعة بغرفة التحكم والمراقبة بالمركز الطبي ,2021-08-31,144900.0
وزارة الموارد البشرية و التنمية الاجتماعية,مراقبة قواعد البيانات,2021-08-03,4748014.72
وزارة الموارد البشرية و التنمية الاجتماعية,"مشروع "" رفع الكفاءة التشغيلية للبنية التحتية """,2021-06-09,4345192.3
الشئون الصحية بمحافظة جدة,الصيانة والنظافة والتشغيل الغير طبي لمستشفى الامل بمحافظة جدة ,2021-08-23,49974342.7
هيئة تقويم التعليم والتدريب,تقديم برامج تدريبية لتطوير مهارات موظفي هيئة تقويم التعليم والتدريب,2021-06-02,2200000.0
وزارة الشئون البلدية والقروية والأسكان,توريد وتركيب كاميرات مراقبة فى مبني الوزارة بالعليا ,2021-08-26,396497.0
مدينة الملك سعود الطبية,منافسة مشروع إحلال مصاعد للمستشفى العام في مدينة الملك سعود الطبية,2021-02-03,385250.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,توريد وتركيب مستلزمات الأنظمة الأمنية لمستشفى الملك فيصل التخصصي بالرياض,2021-04-16,7048166.0
المديرية العامة للشؤون الصحية بمنطقة عسير,مشروع تطوير عيادات الكشف لمول البساتين بمحايل عسير,2021-09-26,981927.5
أمانة منطقة المدينة المنورة,تشغيل وصيانة البلديات الفرعية ونادي الأمانة بالمدينة المنورة ,2022-05-23,24870820.0
جامعة القصيم, مشروع تدعيم عمليات التعليم والتعلم التفاعلية في منظومة التعلم الإلكتروني بجامعة القصيم,2021-04-07,2777968.75
